tconst,primaryTitle,isAdult,episode_count,averageRating,numVotes
tt0112011,If Not for You,0,8,6.5,36
tt0112015,In the House,0,76,6.9,1458
tt0112019,Is It Legal?,0,21,7.7,120
tt0112021,Iznogoud,0,52,7.4,308
tt0112022,JAG,0,227,6.7,20547
tt0112023,Jake and the Kid,0,26,8.1,37
tt0112025,The Jeff Foxworthy Show,0,41,5.7,780
tt0112027,KLMs vorspiel,0,12,7.5,89
tt0112028,Saint Tail,0,44,7.3,128
tt0112033,Kirk,0,31,2.8,284
tt0112035,Kotikatu,0,589,5.4,338
tt0112039,Land's End,0,22,7.1,128
tt0112043,The Late Late Show with Tom Snyder,0,39,7.3,173
tt0112044,Die Harald Schmidt Show,0,1659,7.7,828
tt0112045,Legend,0,12,7.6,385
tt0112047,Life with Louie,0,39,8.3,8445
tt0112048,Lille lørdag,0,23,7.8,288
tt0112051,Live Shot,0,13,8.4,69
tt0112052,London Bridge,0,237,7.7,32
tt0112054,Lost Civilizations,0,10,7.9,98
tt0112055,M'n dochter en ik,0,39,6.6,78
tt0112056,Mad TV,0,329,7.2,12130
tt0112057,Magic Knight Rayearth,0,49,7.6,1071
tt0112058,Os Malucos do Riso,0,9,4.8,167
tt0112060,Marker,0,13,6.9,149
tt0112061,The Marshal,0,25,7.2,257
tt0112064,The Mask,0,54,6.9,13433
tt0112066,Maybe This Time,0,18,6.4,97
tt0112067,McCallum,0,9,7.6,625
tt0112070,Medicine Ball,0,9,5.9,25
tt0112071,Metal Fighter Miku,0,13,7.3,39
tt0112072,Minor Adjustments,0,20,7.2,91
tt0112073,"Mirror, Mirror",0,46,7.4,632
tt0112075,Misery Loves Company,0,8,5.9,33
tt0112076,Mission Top Secret,0,12,8.2,215
tt0112077,Mitt sanna jag,0,18,7.2,103
tt0112081,The Monroes,0,9,6.5,40
tt0112082,"Montaña rusa, otra vuelta",0,213,5,29
tt0112084,Mr. Show with Bob and David,0,30,8.4,10695
tt0112086,Murder One,0,41,8.2,2505
tt0112087,Muscle,0,13,6.3,45
tt0112089,Mysterious Island,0,22,7.1,278
tt0112090,The Naked Truth,0,55,6.8,1045
tt0112091,Nancy Drew,0,13,6.6,241
tt0112093,Ned and Stacey,0,46,7,1948
tt0112094,New York News,0,13,5.4,58
tt0112095,NewsRadio,0,97,8,17697
tt0112096,Next of Kin,0,22,8.1,168
tt0112097,Night Stand,0,96,8.7,709
tt0112104,Nowhere Man,0,25,8.3,2019
tt0112105,Nurse Angel Ririka SOS,0,35,7.6,27
tt0112107,O.J. på nye eventyr,0,1,7.4,48
tt0112108,The Office,0,6,6.9,53
tt0112110,Out of the Blue,0,12,7.6,75
tt0112111,The Outer Limits,0,152,7.7,14011
tt0112112,Pacific Blue,0,101,5.5,3629
tt0112113,Pacific Drive,0,390,7.2,59
tt0112115,The Parent 'Hood,0,90,7,1336
tt0112118,Partners,0,22,6.5,174
tt0112122,Pig Sty,0,13,7.3,49
tt0112123,Pinky and the Brain,0,65,7.8,33340
tt0112124,Platypus Man,0,13,7.1,81
tt0112125,Pointman,0,22,7.1,175
tt0112129,Pride & Joy,0,6,4.5,43
tt0112131,Starla and the Jewel Riders,0,26,7.3,237
tt0112133,The Queen's Nose,0,44,7.1,793
tt0112135,Ramat Aviv Gimmel,0,170,5.3,59
tt0112142,Riding High,0,51,7.3,42
tt0112149,Salto postale,0,24,7.2,30
tt0112150,Samppanjaa ja vaahtokarkkeja,0,17,5.5,49
tt0112152,The Saturday Night Armistice,0,3,7.9,92
tt0112154,Der Schattenmann,0,5,7.7,299
tt0112159,Neon Genesis Evangelion,0,26,8.5,90016
tt0112161,Signs and Wonders,0,4,7.7,106
tt0112162,Simon,0,21,6,65
tt0112163,The Single Guy,0,43,6.1,596
tt0112164,Singled Out,0,151,6.2,348
tt0112166,The Slayers,0,114,7.5,2427
tt0112167,Sliders,0,87,7.4,20784
tt0112173,Space: Above and Beyond,0,23,7.8,8806
tt0112175,Spider-Man: The Animated Series,0,65,8.4,36391
tt0112178,Star Trek: Voyager,0,168,7.9,78917
tt0112180,Stockinger,0,14,6.6,185
tt0112182,Strange Luck,0,17,8.2,587
tt0112183,Die Straßen von Berlin,0,22,7.1,62
tt0112186,The Sylvester & Tweety Mysteries,0,52,7,5484
tt0112193,They Think It's All Over,0,154,6.7,1279
tt0112194,The Thin Blue Line,0,14,7.5,8270
tt0112196,The Tick,0,36,7.8,10291
tt0112197,Timon & Pumbaa,0,85,7,11404
tt0112198,New York Daze,0,22,6.9,65
tt0112202,Tödliche Wahl,0,3,7.3,25
tt0112203,Um die 30,0,7,7.4,45
tt0112204,Und tschüss!,0,13,6.4,99
tt0112205,Under One Roof,0,6,8.7,77
tt0112206,Unhappily Ever After,0,100,6.9,3333
tt0112207,Our Charly,0,221,4.4,451
tt0112208,Ürgammák,0,106,2.7,226
tt0112209,VR.5,0,13,7.2,736
tt0112210,Vanishing Son,0,13,8,250
tt0112216,WMAC Masters,0,26,7.7,353
tt0112218,The Watcher,0,12,8.3,69
tt0112220,The Wayans Bros.,0,103,7.3,5801
tt0112221,"Legend of the Angel of Love, Wedding Peach",0,51,6.4,265
tt0112223,What-a-Mess,0,46,7.3,61
tt0112225,Wishbone,0,50,8.2,4526
tt0112228,Women of the House,0,12,6.4,196
tt0112230,Xena: Warrior Princess,0,134,6.8,49606
tt0112233,Zenki,0,51,6.5,183
tt0112911,Spiritual Voices. From the Diaries of War. A Narration in Five Episodes,0,5,7.4,217
tt0113706,Love Street,0,28,6.3,55
tt0113726,Super Dimensional Fortress Macross II: Lovers Again,0,6,6,678
tt0113792,Megami Paradise,0,2,6.9,47
tt0114158,Polka Dot Shorts,0,167,7.4,70
tt0114327,Sailor Moon,0,160,7.6,13334
tt0114639,Taxicab Confessions,0,21,6.6,469
tt0114686,Tohuwabohu,0,60,7.7,101
tt0114899,We Are Angels,0,6,5.9,484
tt0115082,3rd Rock from the Sun,0,139,7.8,56496
tt0115083,7th Heaven,0,243,5.3,27319
tt0115084,Ace Ventura: Pet Detective,0,41,5.6,968
tt0115085,The Adventures of Shirley Holmes,0,52,7.5,435
tt0115086,The Adventures of Sinbad,0,44,7,2239
tt0115087,Airport,0,101,6.9,125
tt0115088,Alarm für Cobra 11 - Die Autobahnpolizei,0,382,6.3,5945
tt0115090,Aliens in the Family,0,8,5.7,148
tt0115091,All Rise for Julian Clary,0,14,6.7,25
tt0115099,Anna Holt - Polis,0,17,5.8,141
tt0115101,Arli$$,0,80,7.1,1661
tt0115102,Backup,0,14,8.1,29
tt0115103,Bad Boys,0,7,6.8,28
tt0115104,Sorcerer Hunters,0,26,6.5,181
tt0115105,Ballykissangel,0,58,7.5,2018
tt0115108,Beast Wars: Transformers,0,53,8.1,8767
tt0115110,Bedtime,0,14,7.7,30
tt0115111,The Big Easy,0,35,7.1,278
tt0115113,Bodyguards,0,7,7.8,101
tt0115114,Bone Chillers,0,13,7.3,205
tt0115115,Boston Common,0,32,7,1122
tt0115118,Bruno the Kid,0,36,6.2,262
tt0115120,Buddies,0,14,5.9,109
tt0115122,Der Bulle von Tölz,0,69,6.4,466
tt0115123,The Burning Zone,0,19,7,231
tt0115124,Buzzkill,0,21,8.8,98
tt0115126,The Cape,0,21,7.1,222
tt0115128,The Spooktacular New Adventures of Casper,0,64,5.8,1249
tt0115131,Champs,0,12,5,27
tt0115135,City Life,0,26,8.1,31
tt0115136,Clive Anderson All Talk,0,48,6.2,43
tt0115137,Clueless,0,62,5.8,3618
tt0115142,Common Law,0,5,6.2,74
tt0115144,Cosby,0,95,6.2,2806
tt0115146,Cyberkidz,0,13,7.1,125
tt0115147,The Daily Show,0,4308,8.3,48474
tt0115148,The Dana Carvey Show,0,8,7.3,1303
tt0115149,Dangerous Minds,0,17,6.3,218
tt0115151,Dark Skies,0,19,7.5,2447
tt0115155,The Rodman World Tour,0,8,4.2,37
tt0115156,Detta har hänt,0,28,6.4,35
tt0115157,Dexter's Laboratory,0,80,7.9,54740
tt0115159,Dragon Flyz,0,26,7,197
tt0115161,EZ Streets,0,12,8.1,276
tt0115162,Eagle Riders,0,65,7.9,74
tt0115163,Early Edition,0,90,7.6,13070
tt0115166,Éste es mi barrio,0,31,5.5,25
tt0115167,Everybody Loves Raymond,0,210,7.3,78401
tt0115168,F/X: The Series,0,39,6.6,831
tt0115170,The Faculty,0,13,4.8,55
tt0115171,Familiesagaen De syv søstre,0,168,4.5,216
tt0115173,Flash Forward,0,26,7.8,1880
tt0115176,Fox After Breakfast,0,21,8,31
tt0115177,The Fragile Heart,0,4,7.8,72
tt0115178,The Frank Skinner Show,0,85,6.5,105
tt0115180,Future Fantastic,0,9,8.2,130
tt0115181,En fyra för tre,0,43,5.9,292
tt0115183,G.I. Joe Extreme,0,26,5.3,183
tt0115186,Good Company,0,6,7,28
tt0115188,Goode Behavior,0,22,6.6,64
tt0115189,Goudkust,0,924,3.3,115
tt0115196,Hakusen nagashi,0,11,8.8,55
tt0115200,Hey Arnold!,0,102,7.6,37194
tt0115202,High Incident,0,32,7.6,454
tt0115203,The High Life,0,8,6.5,25
tt0115205,Home & Family,0,15,8.8,30
tt0115206,Homeboys in Outer Space,0,21,3.5,308
tt0115207,Horizontes da Memória,0,97,8.3,41
tt0115208,Hot Line,0,21,6.1,134
tt0115209,Hurricanes,0,65,6.9,198
tt0115210,Hypernauts,0,13,7.6,66
tt0115213,Os Imparáveis,0,26,7.1,25
tt0115215,The Incredible Hulk,0,21,6.7,3835
tt0115216,Ink,0,22,6.2,108
tt0115218,Iron Man,0,26,6.5,3764
tt0115221,The Jamie Foxx Show,0,100,6.8,3779
tt0115224,Jasmine,0,1,6.7,40
tt0115226,The Real Adventures of Jonny Quest,0,52,7.7,2800
tt0115227,Judge Judy,0,7282,6.1,5732
tt0115228,Jumanji,0,40,6.3,2103
tt0115231,Kenan & Kel,0,62,7.8,17024
tt0115232,Kindred: The Embraced,0,8,7.5,3014
tt0115233,Klinik unter Palmen,0,23,2.4,137
tt0115234,Kodocha,0,102,7.4,553
tt0115235,Queen Margot,0,18,7.3,254
tt0115236,L.A. Firefighters,0,13,5.6,60
tt0115237,L.A. Heat,0,48,6.8,490
tt0115239,The Last Frontier,0,7,7.5,91
tt0115241,The Lazarus Man,0,22,7.4,261
tt0115242,The Legacy of Reginald Perrin,0,7,6.7,81
tt0115243,Lexx,0,61,7.3,8821
tt0115244,Life with Roger,0,20,6.5,32
tt0115245,Life's Work,0,18,7.2,61
tt0115246,Lihaksia ja luoteja,0,10,6.9,373
tt0115248,As Lições do Tonecas,0,50,6.2,72
tt0115251,The Louie Show,0,6,6.6,66
tt0115252,Love and Marriage,0,10,7.6,30
tt0115253,Loveline,0,15,7.3,171
tt0115255,Lukas,0,64,7.3,98
tt0115256,Lush Life,0,7,7.9,54
tt0115257,Madeline,0,66,6.7,1860
tt0115258,Madson,0,6,7.1,43
tt0115259,Malcolm & Eddie,0,89,6.6,1688
tt0115260,Malibu Shores,0,10,6.4,324
tt0115263,Martian Successor Nadesico,0,26,7.5,551
tt0115264,Medivac,0,48,8.1,50
tt0115265,Men Behaving Badly,0,35,6.3,916
tt0115266,"Mensch, Pia!",0,10,6.9,46
tt0115267,Menudo es mi padre,0,62,5,74
tt0115269,Mighty Ducks: The Animated Series,0,26,6.4,2237
tt0115270,Millennium,0,67,8,12537
tt0115275,Moesha,0,127,5.9,4227
tt0115276,Moloney,0,21,7.1,63
tt0115277,Mr. & Mrs. Smith,0,13,7,803
tt0115278,Mr. Rhodes,0,17,6.9,98
tt0115279,Muppets Tonight,0,22,7.7,2170
tt0115281,My Hometown,0,40,6.8,60
tt0115282,Mysteriet på Greveholm,0,24,8.1,1929
tt0115283,The Mystery Files of Shelby Woo,0,56,7.2,575
tt0115284,Médico de familia,0,120,5.3,692
tt0115285,Nash Bridges,0,122,6.8,8357
tt0115286,Never Mind the Buzzcocks,0,315,7.8,6104
tt0115289,The New Adventures of Robin Hood,0,53,5.9,754
tt0115291,The Newsroom,0,32,8,590
tt0115292,Nick Freno: Licensed Teacher,0,43,7.1,138
tt0115293,Les exploits d'Arsène Lupin,0,26,7.9,138
tt0115299,Nós os Ricos,0,128,6,63
tt0115301,Offshore,0,91,5.5,109
tt0115302,Oh Doctor Beeching!,0,20,7.1,536
tt0115306,Out of Tune,0,31,7.6,34
tt0115307,The Oz Kids,0,9,7.2,43
tt0115310,Party Girl,0,4,6,38
tt0115311,Paul Merton in Galton and Simpson's...,0,15,6.5,59
tt0115312,Pearl,0,22,5.8,193
tt0115315,Pimeän hehku,0,13,6.8,26
tt0115317,Poltergeist: The Legacy,0,87,6.9,2040
tt0115318,Polícias,0,27,7.6,79
tt0115319,Power Rangers Zeo,0,50,6.5,3240
tt0115320,The Pretender,0,86,7.5,17343
tt0115322,Profiler,0,82,7.2,4549
tt0115323,Profit,0,8,8.6,2197
tt0115324,Project G.e.e.K.e.R.,0,13,7.8,99
tt0115325,Promised Land,0,70,6.9,785
tt0115326,PSI Factor: Chronicles of the Paranormal,0,88,7.1,1988
tt0115328,Public Morals,0,13,6.8,80
tt0115332,Relativity,0,17,7.7,387
tt0115333,Remember WENN,0,56,8.6,463
tt0115336,Road Rovers,0,13,7,346
tt0115338,The Rosie O'Donnell Show,0,2018,4.1,1617
tt0115340,Ruby Wax Meets...,0,21,8,108
tt0115341,Sabrina the Teenage Witch,0,163,6.7,43897
tt0115345,Santo Bugito,0,13,7.1,97
tt0115346,Savannah,0,35,7.2,926
tt0115347,Schloßhotel Orth,0,144,4.9,69
tt0115349,Second Noah,0,21,7.5,372
tt0115350,Sentimientos ajenos,0,100,6.8,49
tt0115351,The Sentinel,0,65,6.5,2744
tt0115354,The Show,0,8,6.7,33
tt0115355,Silent Witness,0,258,7.9,13206
tt0115359,Sjukan,0,24,6.8,178
tt0115360,Skilda världar,0,473,4.6,598
tt0115365,Something So Right,0,37,6.9,170
tt0115366,Space Cases,0,27,7.4,971
tt0115367,Sparks,0,40,7.1,211
tt0115369,Spin City,0,145,7.3,31257
tt0115370,Springhill,0,26,7.3,25
tt0115372,The Steve Harvey Show,0,122,6.6,3503
tt0115374,Strisser på Samsø,0,12,6.2,427
tt0115376,Suddenly Susan,0,93,5.8,3478
tt0115378,Superman: The Animated Series,0,54,8.1,18145
tt0115379,Sweat,0,26,6.2,211
tt0115380,Swift Justice,0,13,7.2,79
tt0115381,El súper,0,1266,6.5,48
tt0115382,T.V. Kaiser,0,46,6.7,72
tt0115383,TFI Friday,0,203,6.7,499
tt0115385,Tarzan: The Epic Adventures,0,22,6.1,303
tt0115388,Testament: The Bible in Animation,0,9,7.1,152
tt0115389,Thief Takers,0,25,7.4,108
tt0115390,This Life,0,32,8.5,2647
tt0115393,Todos los hombres sois iguales,0,68,6.3,100
tt0115395,Townies,0,15,6.4,216
tt0115396,Tracey Takes On...,0,48,7.3,697
tt0115397,Traders,0,83,7.7,481
tt0115399,Trotto libre,0,20,7.4,177
tt0115401,Turno de oficio: Diez años después,0,26,6.8,35
tt0115403,Twisted Tales,0,12,7,101
tt0115404,Two,0,23,7.8,150
tt0115406,The Neverending Story,0,26,6.2,302
tt0115407,Unit 13,0,37,8.2,265
tt0115408,Urgence,0,26,6.3,111
tt0115409,Uuno Turhapuro,0,23,5.6,120
tt0115412,Vino iz oduvanchikov,0,4,7.1,90
tt0115415,Vänner och fiender,0,171,4.4,74
tt0115417,Water Rats,0,177,6.9,1201
tt0115420,Wind at My Back,0,65,7.8,511
tt0115421,Wing Commander Academy,0,13,6.8,188
tt0115427,Zwarte sneeuw,0,12,8.3,109
tt0115674,BeetleBorgs,0,89,6.2,1499
tt0115690,Black Harbour,0,39,8,97
tt0115795,C-Bear and Jamal,0,13,5.8,475
tt0116342,Forever,0,90,4.4,67
tt0116613,Alisea and the Dream Prince,0,2,6.1,410
tt0117367,Un posto al sole,0,6413,4.3,275
tt0117629,Sherman Oaks,0,35,7.5,240
tt0117647,Siegfried & Roy: Masters of the Impossible,0,4,6.2,69
tt0117755,Strange Universe,0,7,8.4,34
tt0117769,Style & Substance,0,13,8,67
tt0118249,413 Hope St.,0,10,6.2,94
tt0118250,The Adventures of Lano & Woodley,0,13,8.8,830
tt0118252,All Dogs Go to Heaven: The Series,0,40,6.5,657
tt0118254,Ally McBeal,0,112,6.9,36980
tt0118255,Alphateam - Die Lebensretter im OP,0,261,4.9,51
tt0118256,Alright Already,0,21,6.6,56
tt0118257,The Ambassador,0,13,7.2,221
tt0118259,Das Amt,0,87,4.9,133
tt0118260,Arsenio,0,6,6.1,94
tt0118262,As Aventuras do Camilo,0,26,6.2,66
tt0118264,Bailey Kipper's P.O.V.,0,14,8,64
tt0118266,The New Batman Adventures,0,24,8.4,19753
tt0118268,Between Brothers,0,17,7.9,112
tt0118270,Big Sky,0,53,7.1,160
tt0118273,Brass Eye,0,7,8.6,11729
tt0118274,The Broker's Man,0,12,6.6,194
tt0118275,Brooklyn South,0,22,7.4,2351
tt0118276,Buffy the Vampire Slayer,0,145,8.3,162604
tt0118277,Built to Last,0,8,7.6,41
tt0118278,C-16: FBI,0,13,6.8,151
tt0118281,Die Camper,0,117,4.9,278
tt0118282,Captain Butler,0,6,6.3,60
tt0118283,Chalk,0,12,6.9,139
tt0118284,Chicago Sons,0,13,7.1,85
tt0118285,The Chris Rock Show,0,44,6.9,821
tt0118289,Cow and Chicken,0,52,6.5,21996
tt0118290,Cracker: Mind Over Murder,0,16,6.1,459
tt0118292,Crime Traveller,0,8,7.2,471
tt0118293,Crisis Center,0,6,5.8,29
tt0118295,Dad,0,13,7.5,92
tt0118298,Daria,0,67,8.1,27721
tt0118299,The Dating Game,0,8,6.6,27
tt0118300,Dawson's Creek,0,128,6.8,45383
tt0118302,Dellaventura,0,14,7.2,82
tt0118303,Dharma & Greg,0,119,6.4,32490
tt0118304,Dona Flor and Her 2 Husbands,0,20,7.7,99
tt0118307,Emma åklagare,0,9,5.9,69
tt0118311,Fallen Angels,0,20,7.1,38
tt0118313,Feds,0,7,5,37
tt0118315,Fired Up,0,28,6.5,242
tt0118322,You Wish,0,13,7,183
tt0118323,George & Leo,0,22,7.2,242
tt0118326,Good Guys Bad Guys,0,26,8.2,169
tt0118327,The Grand,0,18,7.5,696
tt0118329,The Gregory Hines Show,0,22,7.8,100
tt0118330,Gun,0,6,6,423
tt0118335,Head Over Heels,0,8,7,25
tt0118337,Herman Enciclopédia,0,26,8.7,584
tt0118338,Hiller and Diller,0,14,4.8,44
tt0118340,Hitz,0,14,6.3,39
tt0118341,Holding the Baby,0,13,5.9,26
tt0118343,Space Goofs,0,104,6.8,608
tt0118346,The Hunger,0,44,6.2,1194
tt0118351,Intizar,0,13,2.3,26
tt0118355,The Jenny McCarthy Show,0,24,4.5,164
tt0118356,Jenny,0,17,4.3,159
tt0118358,Jiskefet,0,141,8.6,838
tt0118359,Once a Thief,0,23,6.9,744
tt0118360,Johnny Bravo,0,67,7.2,39952
tt0118363,Jonathan Creek,0,32,8.1,9253
tt0118364,Just Shoot Me!,0,149,6.9,22240
tt0118366,Jô Soares Onze e Meia,0,2316,7.7,43
tt0118370,The Keenen Ivory Wayans Show,0,16,5.5,76
tt0118371,Keeping Mum,0,16,7.5,37
tt0118372,Kees & Co,0,111,6.7,441
tt0118373,Kelly Kelly,0,7,6.4,28
tt0118375,King of the Hill,0,264,7.5,59676
tt0118378,Coast Guard,0,301,4.8,211
tt0118379,La Femme Nikita,0,96,7.5,11004
tt0118380,Lassie,0,52,6.1,364
tt0118383,Lawless,0,6,7.6,56
tt0118384,Leaving L.A.,0,6,6.6,48
tt0118386,Light Lunch,0,150,7.4,75
tt0118393,Ein Mann steht seine Frau,0,10,5,26
tt0118397,Meego,0,13,5.4,163
tt0118400,Michael Hayes,0,21,6.4,131
tt0118401,Midsomer Murders,0,140,7.9,40801
tt0118403,Mission Genesis,0,13,6.5,117
tt0118405,The Moth,0,3,7.4,704
tt0118406,Murder Call,0,56,7.1,505
tt0118408,My Life as a Dog,0,22,7.4,42
tt0118409,My Wonderful Life,0,24,8.6,26
tt0118411,Nothing Sacred,0,20,7.5,184
tt0118413,"Oddville, MTV",0,132,6.8,55
tt0118416,Orleans,0,8,7.9,49
tt0118420,Over the Top,0,12,6.8,187
tt0118421,Oz,0,56,8.7,108784
tt0118422,Pacific Palisades,0,13,6.4,215
tt0118423,Pauly,0,7,3.2,167
tt0118424,Pelle Svanslös,0,24,6.7,818
tt0118425,Persons parfymeri,0,6,6.5,47
tt0118426,Perversions of Science,0,10,6.3,411
tt0118427,The Boss,0,13,8.3,89
tt0118431,Players,0,18,7.5,270
tt0118435,Port Charles,0,1764,6.8,559
tt0118436,Power Rangers Turbo,0,45,5.6,2829
tt0118437,The Practice,0,167,7.7,10643
tt0118438,A Prince Among Men,0,12,6,31
tt0118439,Prince Street,0,6,6.5,37
tt0118442,Radioskugga,0,16,7.5,102
tt0118445,Raw FM,0,13,6.6,64
tt0118447,Return to Jupiter,0,13,6.9,48
tt0118449,Riscos,0,2,7.5,191
tt0118450,A River Somewhere,0,13,8.6,73
tt0118451,Roar,0,13,7.2,1335
tt0118454,The Ruby Wax Show,0,1,7.3,32
tt0118455,Ruby,0,48,6.6,31
tt0118459,Sessions at West 54th,0,28,8.4,46
tt0118463,Skärgårdsdoktorn,0,18,7.1,972
tt0118464,Sleepwalkers,0,9,6.2,181
tt0118466,Smart Guy,0,51,7.4,5650
tt0118467,Snoken,0,20,6.4,280
tt0118468,Social Studies,0,7,6.6,27
tt0118469,"Soldier of Fortune, Inc.",0,37,6.8,541
tt0118473,Soul Man,0,25,6.2,313
tt0118474,Space Cadets,0,10,7.8,42
tt0118475,Spawn,0,18,8,10346
tt0118478,Spy Game,0,13,7.7,253
tt0118479,St. Angela,0,313,5.2,35
tt0118480,Stargate SG-1,0,213,8.4,103000
tt0118483,Sunnyside Farm,0,6,7.7,59
tt0118484,Sunset Beach,0,755,6.9,2671
tt0118487,Teen Angel,0,18,7.3,895
tt0118488,Temporarily Yours,0,6,6.7,43
tt0118492,Timecop,0,9,6.2,693
tt0118494,The Tom Show,0,19,6.1,72
tt0118495,The Tony Danza Show,0,14,4.1,120
tt0118496,Total Security,0,12,6.5,100
tt0118497,Touching Evil,0,16,7.8,2274
tt0118500,USA High,0,95,6.5,674
tt0118501,Union Square,0,15,4.7,66
tt0118506,Veronica's Closet,0,67,5.8,2447
tt0118509,The Visitor,0,13,6.9,471
tt0118512,The Wayne Manifesto,0,26,7.9,147
tt0118513,The Weird Al Show,0,13,7.4,724
tt0118515,Win Ben Stein's Money,0,117,6.6,1556
tt0118517,Working,0,39,7.5,564
tt0118984,Dilbert,0,30,7.3,5971
tt0119101,Fame L.A.,0,22,5.6,255
tt0119800,Noah's Ark,0,12,7,32
tt0119873,Warriors,0,2,8.2,2614
tt0119964,Push,0,8,6.8,36
tt0119974,Querido maestro,0,40,5.2,58
tt0120515,Wildside,0,60,8.2,390
tt0120567,Aspiranterna,0,8,6.2,117
tt0120569,Conan the Adventurer,0,22,5,1582
tt0120573,Ace London,0,26,7.5,125
tt0120575,Power Rangers in Space,0,43,7.3,3749
tt0120919,Almorzando con Mirtha Legrand,0,522,4.8,98
tt0120920,Wonder 3,0,52,7.4,36
tt0120923,Assaulted Nuts,0,13,7.2,39
tt0120925,La barraca,0,9,8,83
tt0120926,Battlefield,0,30,8.7,543
tt0120927,Bei uns zu Haus,0,13,9.2,36
tt0120930,Super Bloopers and Practical Jokes,0,91,6.5,159
tt0120932,Call Me Mister,0,10,7.2,45
tt0120936,Burnt Hearts,0,8,7.5,50
tt0120946,Curro Jiménez,0,40,7.3,330
tt0120947,Czterdziestolatek,0,21,7.5,632
tt0120948,Czterej pancerni i pies,0,21,7.8,1696
tt0120949,Dog City,0,31,7.2,433
tt0120951,Donnerlippchen - Spiele ohne Gewähr,0,16,6.9,28
tt0120956,Family Theatre,0,13,7,73
tt0120958,For the Record,0,42,8.1,30
tt0120960,Fortunata y Jacinta,0,10,8.1,172
tt0120961,Geld oder Liebe,0,12,6.3,51
tt0120964,Der grosse Preis,0,232,7.4,54
tt0120965,The Great Detective,0,31,7.6,51
tt0120966,Grimm's Fairy Tales and Storybook Series,0,1,8.2,63
tt0120974,The Jerry Springer Show,0,3371,3.7,4766
tt0120976,Käpt'n Blaubär Club,0,47,6.4,54
tt0120977,The Green House,0,25,7.6,1541
tt0120978,The Kit Curran Radio Show,0,6,7.2,27
tt0120981,Liberty Street,0,27,7.9,35
tt0120982,Little Shop,0,13,4.2,150
tt0120986,Maury,0,5054,4,2340
tt0120990,The Mixer,0,12,6.6,42
tt0120991,Die Montagsmaler,0,65,6.8,37
tt0120992,The Montel Williams Show,0,3887,4,431
tt0120994,Moody and Pegg,0,12,8.3,35
tt0121002,Noggin the Nog,0,30,8.5,123
tt0121003,Nonni and Manni,0,6,8.1,198
tt0121010,Pistruiatul,0,10,8.4,993
tt0121013,The Rag Trade,0,36,7.3,97
tt0121015,Rua Sésamo,0,5,8.1,117
tt0121016,Die Rudi Carrell Show,0,27,6.8,61
tt0121020,Sam et Sally,0,12,4.8,30
tt0121028,"Stick with Me, Kid",0,14,8.2,56
tt0121029,Sylvania Waters,0,12,6.3,25
tt0121033,Toate pînzele sus,0,12,8.8,1731
tt0121034,Os Trapalhões em Portugal,0,13,5.1,34
tt0121043,White Fang,0,33,5.9,172
tt0121044,Willo the Wisp,0,26,7.5,513
tt0121085,Au bon beurre,0,2,7.1,113
tt0121220,Dragon Ball Z,0,291,8.8,90072
tt0121306,Marvelous Melmo,0,26,6.8,31
tt0121655,Choppy and the Princess,0,52,7.2,222
tt0121675,The Real Thing,0,6,7.9,43
tt0121679,Regina auf den Stufen,0,10,8.2,32
tt0121788,Tankki täyteen,0,11,8.2,579
tt0121932,Extreme Ghostbusters,0,40,6.9,3405
tt0121935,Großer Mann was nun?,0,8,8.7,57
tt0121943,The Littlest Hobo,0,61,7.7,195
tt0121944,Madsen og Co.,0,31,5.9,122
tt0121949,Mutual of Omaha's Wild Kingdom,0,321,8.5,489
tt0121952,Reinikainen,0,14,7.7,562
tt0121955,South Park,0,327,8.7,412543
tt0121956,State Coroner,0,28,6.8,35
tt0121967,Wild & Crazy Kids,0,41,7.4,1299
tt0121982,Annette,0,19,8.1,246
tt0122021,The Clinic,0,5,7.4,26
tt0122129,Key the Metal Idol,0,15,6.9,367
tt0122332,Absolutely,0,28,8.1,289
tt0122333,Acropolis Now,0,63,7,396
tt0122335,Al salir de clase,0,1207,3.9,420
tt0122336,Captain Future,0,52,7.9,1608
tt0122337,Captain Simian & The Space Monkeys,0,26,7.5,296
tt0122339,Dangerfield,0,62,6,202
tt0122340,Dog House,0,26,6.3,40
tt0122343,El C.I.D.,0,19,6.8,70
tt0122347,The Guilt,0,80,8.5,44
tt0122348,Guys Next-Door,0,16,6.4,82
tt0122349,Insektors,0,12,7.6,112
tt0122351,The Jack Docherty Show,0,112,5.6,41
tt0122352,Juncal,0,7,7.7,106
tt0122353,KaBlam!,0,48,7.8,3000
tt0122354,Amico mio,0,14,7,72
tt0122355,Mortal Kombat: Defenders of the Realm,0,13,5.8,1479
tt0122356,The Mysterious Cities of Gold,0,39,8.6,4331
tt0122357,"New Love, American Style",0,42,6.6,61
tt0122358,Oliver Maass,0,6,6.9,84
tt0122364,Vita lögner,0,321,4,295
tt0122365,Wacky Races,0,17,7.5,8027
tt0122369,The Abashiri Family,0,4,6.3,100
tt0122524,Head Over Heels,0,35,7.2,52
tt0122579,The Lakes,0,14,8.1,1089
tt0122626,Napoleon,0,6,6.7,25
tt0122688,Rodzina Polanieckich,0,7,6.8,40
tt0122811,The Adventures of Teddy Ruxpin,0,65,7.3,758
tt0122813,Bob and Margaret,0,55,7.4,769
